time,weather,temperature,humidity,windSpeed,weatherCode
2018/11/30,局部多云,15,61,4,11
2018/12/1,阴天,15,67,3,18
2018/12/2,周边零星小雨,16,76,3,3
2018/12/3,阴天,13,53,8,18
2018/12/4,局部多云,10,30,5,11
2018/12/5,多云,8,41,5,5
2018/12/6,多云,4,48,7,5
2018/12/7,阴天,0,15,5,18
2018/12/8,局部多云,-2,11,4,11
2018/12/9,多云,2,13,3,5
2018/12/10,多云,4,17,4,5
2018/12/11,局部多云,2,20,7,11
2018/12/12,晴朗,5,13,5,13
2018/12/13,局部多云,4,24,5,11
2018/12/14,局部多云,7,27,4,11
2018/12/15,局部多云,7,58,7,11
2018/12/16,局部多云,9,33,5,11
2018/12/17,局部多云,9,24,4,11
2018/12/18,晴朗,13,28,3,13
2018/12/19,多云,10,43,5,5
2018/12/20,局部多云,14,35,4,11
2018/12/21,局部多云,11,49,5,11
2018/12/22,多云,10,25,5,5
2018/12/23,局部多云,4,22,7,11
2018/12/24,局部多云,7,22,6,11
2018/12/25,多云,7,49,6,5
2018/12/26,局部多云,3,49,8,11
2018/12/27,局部多云,-1,31,7,11
2018/12/28,局部多云,-3,13,6,11
2018/12/29,局部多云,0,15,3,11
2018/12/30,局部多云,1,19,5,11
2018/12/31,局部多云,2,27,3,11
2019/1/1,局部多云,2,23,3,11
2019/1/2,局部多云,7,23,2,11
2019/1/3,局部多云,6,35,5,11
2019/1/4,多云,6,40,6,5
2019/1/5,局部多云,3,22,6,11
2019/1/6,多云,5,27,3,5
2019/1/7,多云,5,27,5,5
2019/1/8,局部多云,2,22,7,11
2019/1/9,局部多云,4,25,4,11
2019/1/10,多云,5,58,5,5
2019/1/11,局部多云,8,56,4,11
2019/1/12,局部多云,8,45,5,11
2019/1/13,局部多云,9,38,4,11
2019/1/14,多云,8,36,3,5
2019/1/15,局部多云,-2,12,8,11
2019/1/16,局部多云,4,11,5,11
2019/1/17,局部多云,8,19,4,11
2019/1/18,阴天,8,32,5,18
2019/1/19,多云,6,33,6,5
2019/1/20,局部多云,7,25,5,11
2019/1/21,晴朗,9,23,6,13
2019/1/22,晴朗,11,19,6,13
2019/1/23,晴朗,13,20,5,13
2019/1/24,多云,13,28,5,5
2019/1/25,多云,4,30,8,5
2019/1/26,局部多云,9,18,2,11
2019/1/27,多云,6,27,7,5
2019/1/28,多云,9,19,5,5
2019/1/29,多云,9,30,7,5
2019/1/30,多云,7,35,8,5
2019/1/31,小雪,3,36,5,10
2019/2/1,晴朗,8,40,8,13
2019/2/2,多云,12,50,7,5
2019/2/3,阴天,11,27,6,18
2019/2/4,局部多云,11,30,9,11
2019/2/5,多云,12,39,5,5
2019/2/6,阴天,7,60,8,18
2019/2/7,阴天,-1,38,9,18
2019/2/8,多云,3,33,3,5
2019/2/9,多云,3,35,6,5
2019/2/10,多云,4,37,5,5
2019/2/11,局部多云,8,38,6,11
2019/2/12,局部多云,9,45,3,11
2019/2/13,阴天,5,67,7,18
2019/2/14,中雪,6,66,6,2
2019/2/15,阴天,4,44,6,18
2019/2/16,局部多云,4,20,5,11
2019/2/17,多云,7,18,2,5
2019/2/18,周边零星小雨,10,30,4,3
2019/2/19,局部多云,8,46,4,11
2019/2/20,多云,11,34,3,5
2019/2/21,阴天,11,25,3,18
2019/2/22,多云,12,20,4,5
2019/2/23,局部多云,14,21,5,11
2019/2/24,多云,15,21,4,5
2019/2/25,局部多云,16,23,5,11
2019/2/26,多云,13,34,2,5
2019/2/27,局部多云,13,37,4,11
2019/2/28,多云,15,39,5,5
2019/3/1,局部多云,16,32,5,11
2019/3/2,多云,15,30,4,5
2019/3/3,阴天,14,38,6,18
2019/3/4,局部多云,18,39,7,11
2019/3/5,多云,19,35,7,5
2019/3/6,局部多云,13,24,9,11
2019/3/7,局部多云,13,25,2,11
2019/3/8,阴天,14,23,7,18
2019/3/9,局部多云,17,34,5,11
2019/3/10,细雨,18,27,4,16
2019/3/11,局部多云,16,28,7,11
2019/3/12,局部多云,13,15,7,11
2019/3/13,局部多云,14,13,4,11
2019/3/14,局部多云,16,17,6,11
2019/3/15,局部多云,15,15,8,11
2019/3/16,晴朗,22,18,7,13
2019/3/17,阴天,22,19,6,18
2019/3/18,多云,22,31,9,5
2019/3/19,多云,24,37,9,5
2019/3/20,小雨,20,58,5,9
2019/3/21,局部多云,13,18,10,11
2019/3/22,阴天,15,18,6,18
2019/3/23,晴朗,15,16,7,13
2019/3/24,局部多云,19,24,9,11
2019/3/25,局部多云,23,22,6,11
2019/3/26,局部多云,25,18,7,11
2019/3/27,局部多云,25,23,7,11
2019/3/28,周边零星小雨,18,31,6,3
2019/3/29,局部多云,18,32,6,11
2019/3/30,局部多云,12,15,10,11
2019/3/31,局部多云,15,13,6,11
2019/4/1,局部多云,17,18,7,11
2019/4/2,局部多云,21,24,6,11
2019/4/3,局部多云,23,21,5,11
2019/4/4,局部多云,24,36,10,11
2019/4/5,局部多云,26,25,8,11
2019/4/6,局部多云,21,40,9,11
2019/4/7,局部多云,25,35,6,11
2019/4/8,小雨,18,58,7,9
2019/4/9,大雨,7,73,10,6
2019/4/10,局部多云,21,35,3,11
2019/4/11,小阵雨,16,49,4,8
2019/4/12,局部多云,20,32,6,11
2019/4/13,周边雷暴,23,45,8,4
2019/4/14,晴朗,24,15,6,13
2019/4/15,局部多云,23,26,9,11
2019/4/16,局部多云,25,40,7,11
2019/4/17,局部多云,29,36,11,11
2019/4/18,局部多云,22,31,12,11
2019/4/19,局部多云,22,23,7,11
2019/4/20,局部多云,28,33,4,11
2019/4/21,零星细雨,21,55,6,21
2019/4/22,局部多云,26,54,6,11
2019/4/23,零星细雨,26,61,3,21
2019/4/24,小阵雨,27,57,7,8
2019/4/25,阴天,16,51,9,18
2019/4/26,周边零星小雨,19,33,7,3
2019/4/27,多云,17,31,5,5
2019/4/28,多云,22,41,2,5
2019/4/29,局部多云,26,45,6,11
2019/4/30,局部多云,26,31,7,11
2019/5/1,晴朗,29,16,6,13
2019/5/2,局部多云,29,14,7,11
2019/5/3,局部多云,29,22,7,11
2019/5/4,多云,27,28,9,5
2019/5/5,局部多云,23,32,10,11
2019/5/6,局部多云,24,17,5,11
2019/5/7,多云,27,17,7,5
2019/5/8,多云,25,24,8,5
2019/5/9,周边零星小雨,28,27,8,3
2019/5/10,局部多云,30,32,8,11
2019/5/11,局部多云,32,28,8,11
2019/5/12,周边雷暴,31,27,9,4
2019/5/13,局部多云,31,15,3,11
2019/5/14,多云,30,25,7,5
2019/5/15,局部多云,31,41,8,11
2019/5/16,局部多云,35,34,5,11
2019/5/17,局部多云,35,33,5,11
2019/5/18,多云,31,39,5,5
2019/5/19,多云,29,25,9,5
2019/5/20,晴朗,27,14,9,13
2019/5/21,局部多云,31,12,6,11
2019/5/22,晴朗,38,11,4,13
2019/5/23,晴朗,40,10,8,13
2019/5/24,多云,37,18,9,5
2019/5/25,局部多云,36,33,8,11
2019/5/26,中到大阵雨,34,58,7,0
2019/5/27,局部多云,26,29,10,11
2019/5/28,局部多云,32,15,7,11
2019/5/29,多云,34,15,9,5
2019/5/30,局部多云,34,20,5,11
2019/5/31,多云,33,11,5,5
2019/6/1,周边雷暴,33,31,9,4
2019/6/2,局部多云,39,19,8,11
2019/6/3,局部多云,38,13,5,11
2019/6/4,局部多云,40,25,9,11
2019/6/5,暴阵雨,29,59,6,14
2019/6/6,零星小雨,30,55,7,19
2019/6/7,局部多云,33,38,7,11
2019/6/8,局部多云,35,32,7,11
2019/6/9,局部多云,32,32,8,11
2019/6/10,局部多云,34,26,5,11
2019/6/11,局部多云,38,24,3,11
2019/6/12,局部多云,38,23,8,11
2019/6/13,局部多云,35,27,7,11
2019/6/14,局部多云,35,25,7,11
2019/6/15,局部多云,37,25,7,11
2019/6/16,局部多云,32,32,6,11
2019/6/17,局部多云,37,31,4,11
2019/6/18,局部多云,38,27,6,11
2019/6/19,局部多云,39,30,7,11
2019/6/20,小阵雨,32,42,5,8
2019/6/21,局部多云,37,33,7,11
2019/6/22,局部多云,35,24,7,11
2019/6/23,局部多云,38,19,5,11
2019/6/24,局部多云,39,22,6,11
2019/6/25,局部多云,36,29,7,11
2019/6/26,局部多云,38,28,3,11
2019/6/27,局部多云,37,32,6,11
2019/6/28,细雨,30,55,6,16
2019/6/29,局部多云,39,32,8,11
2019/6/30,局部多云,34,30,8,11
2019/7/1,局部多云,35,24,7,11
2019/7/2,局部多云,39,21,7,11
2019/7/3,局部多云,38,27,6,11
2019/7/4,有时中雨,40,30,7,15
2019/7/5,局部多云,39,24,11,11
2019/7/6,中到大阵雨,32,55,8,0
2019/7/7,小阵雨,26,68,8,8
2019/7/8,周边零星小雨,31,47,7,3
2019/7/9,小阵雨,29,57,4,8
2019/7/10,中到大阵雨,32,52,3,0
2019/7/11,周边零星小雨,33,44,4,3
2019/7/12,周边零星小雨,35,37,6,3
2019/7/13,局部多云,38,34,4,11
2019/7/14,小阵雨,37,35,6,8
2019/7/15,局部多云,38,31,6,11
2019/7/16,局部多云,38,34,4,11
2019/7/17,中到大阵雨,31,57,5,0
2019/7/18,局部多云,36,41,6,11
2019/7/19,周边零星小雨,37,44,6,3
2019/7/20,周边零星小雨,38,50,6,3
2019/7/21,局部多云,42,31,3,11
2019/7/22,局部多云,41,36,7,11
2019/7/23,中到大阵雨,34,68,3,0
2019/7/24,局部多云,41,34,4,11
2019/7/25,周边零星小雨,41,34,5,3
2019/7/26,局部多云,43,26,5,11
2019/7/27,中到大阵雨,38,49,6,0
2019/7/28,零星雷雨,39,49,6,22
2019/7/29,周边零星小雨,39,48,10,3
2019/7/30,周边零星小雨,35,52,6,3
2019/7/31,阴天,38,42,7,18
2019/8/1,周边零星小雨,37,41,6,3
2019/8/2,暴阵雨,32,62,4,14
2019/8/3,中到大阵雨,34,60,5,0
2019/8/4,小阵雨,34,59,4,8
2019/8/5,周边零星小雨,35,52,3,3
2019/8/6,暴阵雨,33,65,3,14
2019/8/7,中到大阵雨,29,73,4,0
2019/8/8,小阵雨,33,59,5,8
2019/8/9,中到大阵雨,34,57,2,0
2019/8/10,中到大阵雨,31,73,7,0
2019/8/11,大雨,23,93,12,6
2019/8/12,小雨,25,82,9,9
2019/8/13,小阵雨,28,78,6,8
2019/8/14,局部多云,31,60,5,11
2019/8/15,局部多云,36,51,5,11
2019/8/16,局部多云,30,54,7,11
2019/8/17,局部多云,29,49,7,11
2019/8/18,局部多云,33,45,6,11
2019/8/19,局部多云,32,49,4,11
2019/8/20,小阵雨,31,59,4,8
2019/8/21,中雨,30,64,6,1
2019/8/22,局部多云,32,45,5,11
2019/8/23,局部多云,32,41,5,11
2019/8/24,局部多云,29,52,4,11
2019/8/25,周边零星小雨,29,59,4,3
2019/8/26,周边零星小雨,30,56,3,3
2019/8/27,周边零星小雨,29,63,5,3
2019/8/28,局部多云,33,39,6,11
2019/8/29,局部多云,28,41,6,11
2019/8/30,局部多云,30,41,5,11
2019/8/31,局部多云,32,37,5,11
2019/9/1,小阵雨,30,50,5,8
2019/9/2,周边零星小雨,30,51,5,3
2019/9/3,局部多云,30,43,6,11
2019/9/4,局部多云,30,41,5,11
2019/9/5,局部多云,32,42,5,11
2019/9/6,局部多云,32,42,5,11
2019/9/7,局部多云,33,43,6,11
2019/9/8,局部多云,36,35,6,11
2019/9/9,局部多云,34,41,6,11
2019/9/10,周边零星小雨,29,62,7,3
2019/9/11,局部多云,24,60,7,11
2019/9/12,细雨,24,72,2,16
2019/9/13,小阵雨,23,86,4,8
2019/9/14,局部多云,29,45,5,11
2019/9/15,局部多云,30,40,5,11
2019/9/16,局部多云,28,49,6,11
2019/9/17,局部多云,27,42,6,11
2019/9/18,局部多云,25,39,8,11
2019/9/19,多云,27,25,5,5
2019/9/20,局部多云,22,39,3,11
2019/9/21,局部多云,29,37,7,11
2019/9/22,局部多云,27,43,7,11
2019/9/23,局部多云,31,33,4,11
2019/9/24,局部多云,33,31,4,11
2019/9/25,局部多云,31,30,6,11
2019/9/26,局部多云,33,31,3,11
2019/9/27,局部多云,31,32,5,11
2019/9/28,局部多云,31,33,6,11
2019/9/29,局部多云,32,33,6,11
2019/9/30,局部多云,32,31,6,11
2019/10/1,多云,32,24,4,5
2019/10/2,局部多云,34,30,3,11
2019/10/3,局部多云,34,29,4,11
2019/10/4,细雨,21,67,10,16
2019/10/5,多云,20,31,8,5
2019/10/6,细雨,19,36,5,16
2019/10/7,阴天,21,52,5,18
2019/10/8,局部多云,23,37,7,11
2019/10/9,中雨,21,60,7,1
2019/10/10,周边零星小雨,20,71,2,3
2019/10/11,小阵雨,23,59,4,8
2019/10/12,阴天,24,54,7,18
2019/10/13,局部多云,25,42,4,11
2019/10/14,局部多云,16,30,8,11
2019/10/15,局部多云,19,24,4,11
2019/10/16,多云,17,31,4,5
2019/10/17,多云,17,37,3,5
2019/10/18,局部多云,21,47,4,11
2019/10/19,局部多云,24,39,6,11
2019/10/20,局部多云,25,41,6,11
2019/10/21,局部多云,26,32,5,11
2019/10/22,局部多云,27,41,3,11
2019/10/23,周边零星小雨,26,46,4,3
2019/10/24,小阵雨,24,40,7,8
2019/10/25,阴天,15,24,7,18
2019/10/26,多云,19,20,5,5
2019/10/27,局部多云,21,29,7,11
2019/10/28,晴朗,18,14,8,13
2019/10/29,晴朗,21,14,5,13
2019/10/30,局部多云,23,25,7,11
2019/10/31,局部多云,27,22,5,11
2019/11/1,阴天,23,31,6,18
2019/11/2,小阵雨,24,35,3,8
2019/11/3,多云,15,61,8,5
2019/11/4,局部多云,18,33,5,11
2019/11/5,局部多云,20,37,5,11
2019/11/6,局部多云,20,38,5,11
2019/11/7,局部多云,16,49,8,11
2019/11/8,局部多云,19,46,5,11
2019/11/9,局部多云,20,46,6,11
2019/11/10,局部多云,18,22,9,11
2019/11/11,局部多云,21,23,5,11
2019/11/12,局部多云,23,26,6,11
2019/11/13,局部多云,13,13,10,11
2019/11/14,局部多云,16,19,9,11
2019/11/15,局部多云,19,32,4,11
2019/11/16,局部多云,21,39,5,11
2019/11/17,小雨,12,65,7,9
2019/11/18,晴朗,8,11,6,13
2019/11/19,晴朗,14,14,3,13
2019/11/20,阴天,13,23,7,18
2019/11/21,局部多云,16,39,5,11
2019/11/22,局部多云,18,55,5,11
2019/11/23,小雨,15,84,2,9
2019/11/24,小雨,9,51,10,9
2019/11/25,晴朗,8,32,5,13
2019/11/26,大雪,6,50,5,7
2019/11/27,阴天,5,58,7,18
2019/11/28,阴天,7,38,5,18
2019/11/29,局部多云,9,31,2,11
2019/11/30,阴天,9,65,4,18
2019/12/1,阴天,8,34,4,18
2019/12/2,晴朗,6,19,5,13
2019/12/3,晴朗,11,20,5,13
2019/12/4,晴朗,13,22,4,13
2019/12/5,多云,4,65,9,5
2019/12/6,局部多云,7,48,5,11
2019/12/7,局部多云,11,53,4,11
2019/12/8,局部多云,12,48,7,11
2019/12/9,局部多云,14,32,4,11
2019/12/10,局部多云,12,35,6,11
2019/12/11,局部多云,9,22,6,11
2019/12/12,局部多云,11,23,5,11
2019/12/13,局部多云,13,38,7,11
2019/12/14,阴天,8,38,5,18
2019/12/15,小雨,7,60,4,9
2019/12/16,小雨,7,93,3,9
2019/12/17,阴天,7,67,7,18
2019/12/18,阴天,5,35,3,18
2019/12/19,局部多云,7,41,5,11
2019/12/20,局部多云,8,46,5,11
2019/12/21,局部多云,12,45,4,11
2019/12/22,局部多云,10,63,6,11
2019/12/23,阴天,6,59,7,18
2019/12/24,局部多云,8,50,3,11
2019/12/25,小雨,5,84,6,9
2019/12/26,多云,5,39,5,5
2019/12/27,晴朗,8,31,7,13
2019/12/28,阴天,12,45,6,18
2019/12/29,多云,11,63,6,5
2019/12/30,局部多云,-1,18,9,11
2019/12/31,阴天,-1,24,6,18
2020/1/1,局部多云,6,35,4,11
2020/1/2,局部多云,8,48,3,11
2020/1/3,阴天,7,41,2,18
2020/1/4,阴天,10,42,3,18
2020/1/5,小雨,6,69,3,9
2020/1/6,薄雾,6,85,5,17
2020/1/7,大雪,3,92,9,7
2020/1/8,阴天,5,50,2,18
2020/1/9,阴天,7,28,2,18
2020/1/10,局部多云,6,52,3,11
2020/1/11,中雪,2,55,5,2
2020/1/12,局部多云,4,68,3,11
2020/1/13,大雪,2,71,4,7
2020/1/14,局部多云,5,34,4,11
2020/1/15,小雪,4,34,2,10
2020/1/16,小雪,2,46,3,10
2020/1/17,阴天,4,69,4,18
2020/1/18,阴天,6,58,6,18
2020/1/19,局部多云,7,32,5,11
2020/1/20,阴天,6,41,6,18
2020/1/21,局部多云,8,56,5,11
2020/1/22,阴天,9,64,3,18
2020/1/23,阴天,9,59,4,18
2020/1/24,多云,6,47,7,5
2020/1/25,局部多云,8,38,3,11
2020/1/26,阴天,6,43,6,18
2020/1/27,局部多云,6,43,5,11
2020/1/28,阴天,6,45,4,18
2020/1/29,零星小雪,4,63,5,20
2020/1/30,局部多云,10,36,3,11
2020/1/31,晴朗,13,41,6,13
2020/2/1,阴天,9,42,7,18
2020/2/2,细雨,5,73,5,16
2020/2/3,晴朗,8,33,6,13
2020/2/4,阴天,4,69,8,18
2020/2/5,多云,3,36,6,5
2020/2/6,大雪,3,67,3,7
2020/2/7,多云,9,59,5,5
2020/2/8,局部多云,11,55,4,11
2020/2/9,晴朗,15,39,6,13
2020/2/10,晴朗,16,34,6,13
2020/2/11,局部多云,16,46,6,11
2020/2/12,局部多云,17,49,6,11
2020/2/13,晴朗,20,50,7,13
2020/2/14,小阵雨,15,82,7,8
2020/2/15,阴天,-1,79,7,18
2020/2/16,局部多云,4,23,7,11
2020/2/17,晴朗,9,24,6,13
2020/2/18,阴天,12,26,9,18
2020/2/19,阴天,15,38,6,18
2020/2/20,阴天,13,43,4,18
2020/2/21,周边零星小雨,14,34,7,3
2020/2/22,晴朗,13,18,5,13
2020/2/23,局部多云,16,33,10,11
2020/2/24,中雨,13,79,3,1
2020/2/25,阴天,8,71,7,18
2020/2/26,局部多云,9,46,8,11
2020/2/27,周边零星小雨,10,28,5,3
2020/2/28,阴天,11,68,6,18
2020/2/29,局部多云,15,60,5,11
